""	"taxon"	"lfc_(Intercept)"	"lfc_fractionRNA"	"lfc_typeafter"	"se_(Intercept)"	"se_fractionRNA"	"se_typeafter"	"W_(Intercept)"	"W_fractionRNA"	"W_typeafter"	"p_(Intercept)"	"p_fractionRNA"	"p_typeafter"	"q_(Intercept)"	"q_fractionRNA"	"q_typeafter"	"diff_(Intercept)"	"diff_fractionRNA"	"diff_typeafter"	"passed_ss_(Intercept)"	"passed_ss_fractionRNA"	"passed_ss_typeafter"
"22"	"SAR86 clade"	0.467197726074794	-0.823052439827322	0.334483582661892	0.142953751734314	0.240544951460263	0.240062864934485	3.26817394022021	-3.42161593843838	1.39331663292936	0.00325484267641137	0.00223551765271494	0.176295202743065	0.504500614843762	0.377802483308826	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"23"	"Halodesulfovibrio"	-0.872775340324734	1.13264448331688	0.578751746524536	0.107700829658986	0.245497173408341	0.260305110642098	-8.10370117935219	4.61367627004375	2.22335913842383	0.00046400012638855	0.00576834460091149	0.0768032495052367	0.0788800214860534	0.928703480746749	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"24"	"NS5 marine group"	0.939629782572965	-0.942075021885399	-0.619758051592858	0.193439684739012	0.335671415129281	0.344867392335824	4.85748197863695	-2.80653931024352	-1.79709089744661	5.96746363338569e-05	0.00977945178458044	0.0849177536096233	0.0105624106310927	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
"25"	"Campylobacterales"	0.17231997272607	0.400042645232167	-0.523986274619864	0.229337718394435	0.384185274026863	0.366596383226789	0.751380862827365	1.04127532281259	-1.42932745273624	0.462135182290815	0.311532663312502	0.170036586213491	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"26"	"Thalassotalea"	-0.107854364022417	0.225112939238029	0.651779502459545	0.117223674602647	0.233023441302977	0.256012993217268	-0.920073222307787	0.966052762671791	2.5458844657404	0.45466402619411	0.435939459351819	0.125818425561388	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"27"	"OM60(NOR5) clade"	0.332015723486949	-0.141062399859565	-0.213602776796059	0.176470066723498	0.339568828277213	0.318068191031046	1.88142799315176	-0.415416222317104	-0.671562837213136	0.0732130650694247	0.681860988139098	0.508853078073827	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"28"	"Enterobacterales"	-0.563556044058635	-2.43402581703251	2.62734562693293	0.125531298413491	0.198468384913154	0.211440075510696	-4.48936680478139	-12.2640480905692	12.4259586106704	0.0462051911378284	0.00658305205860115	0.00641425139220651	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"29"	"Pseudoteredinibacter"	-0.285285489422105	1.04990221205245	0.254928553796276	0.112980869830357	0.251845857834317	0.287309473474439	-2.52507782822407	4.16882858856927	0.887296025130742	0.127519023231337	0.0530067570485487	0.468531991305417	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"30"	"Flavobacteriaceae"	0.00983092422177202	-0.253665808958183	0.702066618403851	0.185719016342633	0.414749301677807	0.443445155980266	0.0529343974320592	-0.611612383509786	1.58320957831163	0.958336781029829	0.548043383121384	0.129877326825129	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"31"	"S25-593"	0.605082099855451	-0.0756791762271086	-0.996722585133759	0.168203381986953	0.276109536423507	0.287311166728773	3.59732421969009	-0.274091135016174	-3.46913973613383	0.00169425465841542	0.786692603749809	0.00229321613909163	0.274469254663297	1	0.392139959784669	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"32"	"NS4 marine group"	0.315987100234439	-0.297260758748132	-0.102350304141017	0.190739918045521	0.2601607900984	0.261196283603411	1.65663854463347	-1.1426039974575	-0.391852068984339	0.112459248060276	0.266063276253084	0.699115745936911	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"33"	"NS11-12 marine group"	0.408995947390826	-1.00129424356749	0.29912500223967	0.127697526570194	0.251459075089472	0.24436135036615	3.20284940809722	-3.9819371928065	1.22410930284786	0.00446706813623096	0.000733870600590197	0.235135950502569	0.665593152298413	0.127693484502694	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"34"	"Aestuariibacter"	-0.629740200105285	1.14692746063516	-1.20095812205041	0.0974922412622853	0.191236445162904	0.205495381867667	-6.45938786463102	5.99743139786013	-5.84420978775955	0.0231385931786781	0.0266934172109336	0.028052320227428	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"35"	"Urania-1B-19 marine sediment group"	0.407534749483237	-0.887960048757686	0.0884185740160457	0.124780038395518	0.217413326583034	0.233260277026668	3.2660251970068	-4.08420248525362	0.379055427452558	0.00406460395065502	0.000632143302267378	0.708849591370723	0.617324065630747	0.111257221199059	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"36"	"Sandaracinaceae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"37"	"Candidatus Puniceispirillum"	-0.536105197573553	0.63800904376181	-0.322485039605744	0.0892396711083253	0.198359193685435	0.209279043128593	-6.00747616968233	3.21643293616927	-1.54093326682305	0.000538232394245178	0.0147260663171724	0.167232642833246	0.090961274627435	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"38"	"NS9 marine group"	0.184342102207741	0.0227364304827827	-0.0783923309805544	0.248791017349651	0.333224451328016	0.32292546865246	0.740951599344386	0.0682315790217976	-0.242756730547389	0.466927959660635	0.946246794073025	0.810549171349279	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"39"	"Bacteria"	-0.103445030770106	1.29181407453929	-0.774059091485864	0.297082711172754	0.433898139097146	0.402530354015347	-0.348202796324799	2.97722888885232	-1.92298315832438	0.731154231415689	0.00718586406045627	0.0681483524369752	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"40"	"Cyclobacteriaceae"	0.0759858886538422	0.356086402609362	-0.289743787046528	0.202375568745516	0.269874985206212	0.281017512404035	0.375469673166889	1.3194494567078	-1.03105242291785	0.711954962535674	0.204514233145716	0.31696287359988	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"41"	"Pseudomonadales"	0.362258850814113	0.31696620497221	-1.29930614920085	0.203128539822395	0.28236239228442	0.275090504281144	1.78339710968657	1.12255106782398	-4.72319519932594	0.112366483473707	0.294186044053201	0.00149598850763892	1	1	0.260302000329172	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"42"	"MBMPE27"	0.637314752989005	-1.07804369306094	-0.164789958854109	0.267898680264249	0.331033292111446	0.317337797939119	2.37893950190562	-3.2566020359608	-0.519288782881528	0.038682390052549	0.00862358221057195	0.614857399676631	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"43"	"Propionigenium"	0.123467874904526	-0.203518328891682	-0.408034350779911	0.28786943008966	0.339537871706093	0.318546182887545	0.428902349464722	-0.599398022580082	-1.28092682537012	0.679310020237658	0.565492041172399	0.236102576992819	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
"44"	"Fokiniaceae"	0.299140919437518	-0.593403791760139	-0.115234251816422	0.350693559714276	0.394204571602394	0.374329239814731	0.852998041028297	-1.50531940648995	-0.307841973214423	0.418465232836793	0.170659313415716	0.766064886206954	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"45"	"Balneola"	0.458231848882034	-0.443064982937518	-0.0580410353811191	0.16228792849175	0.258849145868914	0.264431787796494	2.82357322039099	-1.71167257071767	-0.219493412137679	0.00939940472216352	0.0998519839425984	0.828121813834986	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"46"	"KI89A clade"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"47"	"Synechococcus PCC-7336"	-0.406113397445692	-0.388316951126667	0.742701732633446	0.0863436787406835	0.190604987722485	0.206141508651894	-4.70345256733125	-2.03728640979765	3.60287327618052	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"48"	"Pseudoalteromonas"	-0.908964434590341	0.187246214339706	1.3196527084442	0.147871203146336	0.272719535665087	0.275587613364622	-6.14700100661797	0.686588930576845	4.78850515933097	0.000274898088531392	0.511748010408345	0.00137561072836976	0.0475573693159309	1	0.242107488193077	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
"49"	"Marinimicrobia (SAR406 clade)"	0.454348705993536	-0.573033106375822	-0.127795299948479	0.140450246996687	0.259738659088879	0.265559533104934	3.23494415787146	-2.20619105521654	-0.481230323213369	0.00435868467645389	0.0398799303021444	0.635848365477614	0.653802701468083	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"50"	"Alphaproteobacteria"	-0.0539588114173941	0.224843508621194	-0.0336324187448136	0.265047662956445	0.311498057059281	0.312100187642496	-0.203581540072892	0.721813518658335	-0.107761610138277	0.841416617321679	0.481510574161497	0.915612991533843	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"51"	"Rhodopirellula"	0.0400550802759594	-0.833979267629986	0.530284381801949	0.193702581741994	0.23349613966532	0.242100103656375	0.206786507003358	-3.5717047349278	2.19035173382085	0.83938027122726	0.0034116485463971	0.0473283404264917	1	0.559510361609125	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"52"	"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"53"	"Francisellaceae"	0.943668176163777	-1.27687987971937	-0.667258595998664	0.224957277037672	0.260840731646927	0.26079466065343	4.19487730555054	-4.89524727084323	-2.55855926776578	0.00406134253704439	0.00176265558126404	0.037630623570191	0.617324065630747	0.299651448814887	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"54"	"Woeseia"	-0.0920911935340499	-0.0631959620789494	0.753296876340663	0.12116301670022	0.205065337241813	0.219123483981739	-0.760060256356117	-0.308174764828386	3.43777336254584	0.481499652610926	0.770374653298917	0.0184797353029737	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"55"	"PS1 clade"	0.349745736086875	-0.140131533674885	-0.576659152512978	0.179646609087973	0.284728147699908	0.285992491045307	1.94685409238983	-0.492159046469048	-2.01634368232984	0.0673291212362355	0.628555634632663	0.0589369126505508	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
"56"	"Bradymonadales"	-0.210045594718193	0.0728594548371207	0.7804070645816	0.191909757690014	0.242709827980348	0.253250474496124	-1.09450190155246	0.300191613349173	3.08156210224018	0.289938615999922	0.767896163106315	0.00715069301542287	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"57"	"Terasakiellaceae"	-0.569845781093219	0.458485268616472	-0.00442977352155031	0.0872154932134329	0.189910011281353	0.205065371383145	-6.53376779855728	2.41422379748703	-0.0216017628508994	0.0226324229285483	0.137142855975406	0.984727028628801	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"58"	"Staphylococcus"	-0.494063934801364	0.748967957464913	0.710838092374973	0.235311177671227	0.317565557862742	0.330913504588665	-2.09961948977903	2.35846721699156	2.14810844077991	0.0501277578840457	0.0298603081767089	0.0455669206963107	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"59"	"Azotobacter"	-0.358615934581923	1.04247984782652	-0.0943637759942419	0.097474734125084	0.233314487074889	0.234165022303948	-3.67906553222019	4.46813166595998	-0.402979809135444	0.0143075294785495	0.00659064505421931	0.703616222374702	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"60"	"Pedosphaeraceae"	0.0823626893920303	0.492787445687043	-0.311443361335308	0.130511413883637	0.239049510953876	0.254757604562939	0.631076523816258	2.06144511118505	-1.22250859545339	0.535509142547835	0.0532127224718588	0.236464371603919	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"61"	"Photobacterium"	-0.811109962369318	-1.25153027987552	2.20603670629233	0.0950364688428293	0.201677767721703	0.217978081330207	-8.53472327250212	-6.20559367556331	10.1204519868696	0.0134520493633901	0.0249980849946916	0.00962268202093253	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"62"	"Alteromonas"	0.345041716621195	-0.306308379090483	0.167365944354797	0.0952006722598454	0.221523831134471	0.229576056417891	3.62436218600874	-1.38273330468244	0.729021775903954	0.0110393700074032	0.216008280461614	0.49345101266439	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"63"	"Candidatus Amoebophilus"	-0.617406693642038	0.220665799144497	1.19157388451525	0.169421517881711	0.378831542261249	0.394221375177589	-3.64420471119322	0.582490565139694	3.02260090280105	0.00385961419102468	0.571982677843609	0.0116016731173542	0.594380585417801	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"64"	"Coraliomargarita"	0.0521666133299064	-0.541925969465013	0.519955629757203	0.174276725528219	0.246905446446428	0.262731410843042	0.299332071863259	-2.1948724795854	1.9790386999742	0.768315331551756	0.0423495210378927	0.064243856534731	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"65"	"Saprospiraceae"	0.236921833096759	0.0369799988485491	-0.266943827777662	0.138505226909873	0.228495971001593	0.240549133857331	1.71056239813193	0.161840922999431	-1.10972683001214	0.117950304898005	0.874654398788405	0.293089303033104	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"66"	"Cohaesibacter"	-0.355566955617385	0.882861242023359	0.240505970964894	0.110972811775993	0.236466594757997	0.240056978657312	-3.20409071309397	3.73355586621819	1.00187035723807	0.00757481656599245	0.00285533882610869	0.336181162873316	1	0.471130906307934	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"67"	"Candidatus Cryptoprodotis"	0.453305863821941	-0.132229925572243	-1.01819619501956	0.250495788523629	0.256856466613949	0.25938514631033	1.80963467088063	-0.514800843114385	-3.92542213578176	0.120335873020583	0.625099826312777	0.00775345973675847	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"68"	"Rickettsiales"	1.04329233331451	0.0572752228201106	-2.02324024434087	0.14831529435187	0.337013051915245	0.318507239398378	7.03428690799315	0.169949568702504	-6.35225826628786	0.000412399007500657	0.870635345548206	0.000713544403176037	0.0705202302826123	1	0.127724448168511	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"69"	"Comamonadaceae"	-0.332490453395591	1.47075355630072	-1.74599289393204	0.153159743879746	0.356397063605969	0.341493736800206	-2.17087365761493	4.1267274803554	-5.11281088283487	0.0820524945655162	0.0091139761995099	0.00372964486642241	1	1	0.630309982425387	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"70"	"Lentisphaera"	-0.0432641162571497	0.209158451533951	0.593574107906247	0.132415944556905	0.215735544767129	0.23294832099315	-0.326728902640249	0.969513168354904	2.54809352295654	0.754969823353089	0.369731457810873	0.0436025041678625	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"71"	"Ekhidna"	-0.91753880224265	-0.213273781072802	4.65895761619989	0.0859851107163707	0.187991028236244	0.202256162400944	-10.6709033063786	-1.13448914596492	23.0349353062685	0.00175915632667177	0.33903953672619	0.000179213630247185	0.283224168594156	1	0.0324376670747404	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
"72"	"Acinetobacter"	-0.463577395198	0.985146989059047	0.0525302172994481	0.223147155882826	0.41571646116997	0.37960863260054	-2.07745150667044	2.36975698842067	0.138379933405585	0.0532287700833874	0.0298972898001644	0.891566105589517	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"73"	"Xenococcus PCC-7305"	-1.42798584448332	1.86117501714925	1.88824416329104	0.0918037322453176	0.212642410565333	0.21988157867609	-15.5547689571865	8.7526049587244	8.58755051087128	0.040871380203978	0.0724208669095616	0.0738004890013674	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"74"	"Cyanobacteriia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"75"	"Desulfocapsaceae"	0.132559444208634	-0.0655650969698406	-0.124246862769347	0.113249189667392	0.209673542727448	0.227409527264581	1.17051119392515	-0.312700859235578	-0.546357332798951	0.294542763175924	0.767129659774999	0.608306125011278	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"76"	"Marine Methylotrophic Group 3"	0.532484999046579	0.479724441749852	-0.396480335373407	0.201146558328765	0.296371133720022	0.288833214474126	2.64724886903735	1.61866115545194	-1.37269647500642	0.033073513409975	0.149552683874094	0.212207478814508	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"77"	"Marine Group II"	0.304176985895193	-0.706604290884224	-0.136174456621382	0.246963493846342	0.319395827073907	0.326628868559685	1.23166781113183	-2.2123153497579	-0.416908821384535	0.24166440536775	0.0470842058364194	0.684106188888777	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"78"	"Actinomarinales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"79"	"R76-B128"	0.244656381959129	-0.0745230213663383	-0.118052525776316	0.160600332513966	0.253078821550902	0.273965173644714	1.52338652186696	-0.29446565662686	-0.430903403545044	0.146047491398439	0.771967500938204	0.671952594841862	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"80"	"SCGC AAA164-E04"	-0.329647613250035	0.202060745327833	-0.218374649195392	0.106296421042093	0.197620762974894	0.214627697245845	-3.10121084057473	1.02246718556341	-1.01745791432153	0.0210838699464244	0.34600331213924	0.348194378569253	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"81"	"Gammaproteobacteria"	-0.139613537772461	0.397025454565564	0.168386813677489	0.145190235241393	0.313433843011542	0.299879027719383	-0.961590409577749	1.26669618938037	0.561515805083442	0.351501280845195	0.224580280345362	0.582738882249631	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"82"	"Chitinophagales"	-0.112629721963171	0.232401927927337	0.231740586353012	0.223909086255306	0.313438180139212	0.299125340050332	-0.503015415081227	0.74146017509455	0.774727364502181	0.622258630102992	0.469864818521639	0.450541241044873	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"83"	"NB1-j"	-1.1654310859099	1.61772369149495	2.44917603973154	0.119386472615089	0.210511175777328	0.218273294663533	-9.76183532674871	7.68474018313464	11.2206857165322	0.00228406343451353	0.00457849296470427	0.001517511637615	0.365450149522165	0.741715860282092	0.262529513307395	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"84"	"Lawsonella"	-1.15943485485981	1.83985853070185	0.843803617382255	0.0912857384420179	0.201960019118288	0.218577391685103	-12.701160933219	9.11001364891059	3.86043410472156	0.0500197740760358	0.06960265738093	0.161362086255688	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"85"	"Hyphomonadaceae"	-0.297094712981051	0.835399580558311	0.105429964709238	0.144611030190658	0.208810988818348	0.221100541110141	-2.05444019442609	4.00074529260073	0.476841730824703	0.0857135488568102	0.00711293713538927	0.650345357524974	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"86"	"Corynebacterium"	2.56296735959926	-1.07144614639883	-1.86171033907017	0.0859488507115068	0.189698294870492	0.205148714900562	29.8196815708686	-5.64815907876406	-9.07493054476391	0.0213409820109556	0.111556747375274	0.0698695853692628	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"87"	"Alcanivorax"	-0.650083558352709	0.594057284127575	0.265971009638603	0.104725919049414	0.197156207951048	0.208272989159005	-6.20747532467082	3.01312999626709	1.2770307408204	0.000806365312045706	0.0236050938785372	0.248782661588479	0.133856641799587	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"88"	"Endozoicomonas"	-0.1718036195837	0.496378624406796	0.320306482283754	0.223480324818887	0.267646901460315	0.269703895067534	-0.768763960419928	1.85460254424203	1.1876227527361	0.467173392342675	0.106048365690741	0.27371324758286	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"89"	"Chromatiales"	-0.805688519820811	0.799091046047297	0.122864352660883	0.11804121214631	0.195584117125942	0.207760967227412	-6.82548497402904	4.08566430541362	0.59137360737447	0.00240930162409488	0.0150284366467092	0.586072445388987	0.383078958231085	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"90"	"[Caedibacter] taeniospiralis group"	-0.0295107560041542	0.528369999650873	-0.982976469022399	0.194692359820652	0.267850454333626	0.26074078254188	-0.151576343475106	1.97263058957799	-3.76993755805927	0.882864381478186	0.0800028397615416	0.00441688318112247	1	1	0.742036374428576	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
