""	"taxon"	"lfc_(Intercept)"	"lfc_typeafter"	"se_(Intercept)"	"se_typeafter"	"W_(Intercept)"	"W_typeafter"	"p_(Intercept)"	"p_typeafter"	"q_(Intercept)"	"q_typeafter"	"diff_(Intercept)"	"diff_typeafter"	"passed_ss_(Intercept)"	"passed_ss_typeafter"
"11"	"Litoricola"	0.212677048802694	-0.233928716207478	0.126568787916187	0.293807045101118	1.68032776724959	-0.796198457824482	0.116749192437101	0.440214683315137	1	1	FALSE	FALSE	TRUE	TRUE
"12"	"AEGEAN-169 marine group"	0.0857774207274135	0.0833203539807226	0.129980034340499	0.265923384051026	0.659927666296107	0.313324660326732	0.52082139855147	0.759004394153151	1	1	FALSE	FALSE	TRUE	TRUE
"13"	"Blastocatellaceae"	-0.192564267716378	0.746423152369239	0.430646984364381	0.545710839779089	-0.447151088264547	1.36779975393452	0.663442532628976	0.198668241038563	1	1	FALSE	FALSE	TRUE	TRUE
"14"	"Pseudomonas"	-0.53131487051995	1.06465755936021	0.0658820476418115	0.296904492994735	-8.06463808484841	3.58585870028949	0.00128397452114296	0.0230468092177451	0.277338496566879	1	FALSE	FALSE	TRUE	TRUE
"15"	"Clade II"	0.529359284355388	-1.02563430508921	0.163877032996765	0.286957387642236	3.23022253134054	-3.57416936889572	0.00657378265060452	0.00339559252376779	1	0.787777465514126	FALSE	FALSE	FALSE	FALSE
"16"	"HIMB11"	0.211227417632124	-0.230304638281054	0.136316946988731	0.26431846338328	1.54953160482376	-0.871314986222117	0.145248128831124	0.399387618114363	1	1	FALSE	FALSE	TRUE	TRUE
"17"	"Roseibacillus"	-0.552107630953981	0.978481975274878	0.206140325040472	0.352257794552637	-2.67830969435789	2.77774400000868	0.227490157110288	0.219989982203251	1	1	FALSE	FALSE	TRUE	TRUE
"18"	"Rubritalea"	-0.364189000844777	0.676568252437681	0.18447912055023	0.755449442931984	-1.97414753365336	0.895583759797141	0.0838042238036464	0.396621633463799	1	1	FALSE	FALSE	TRUE	TRUE
"19"	"SAR116 clade"	0.317172295084545	-0.495166831912106	0.26191507504631	0.360204173781606	1.21097380526289	-1.37468377091135	0.247460978990976	0.192462254688902	1	1	FALSE	FALSE	TRUE	TRUE
"20"	"SAR86 clade"	0.139925836738854	-0.0520506860478778	0.145921763605964	0.28332932883196	0.958909989031515	-0.183710900182693	0.355099575568504	0.857074753553202	1	1	FALSE	FALSE	TRUE	TRUE
"21"	"Halodesulfovibrio"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"22"	"NS5 marine group"	0.530405764463334	-1.02825050535908	0.189355374248892	0.385361053350512	2.80111281006558	-2.66827821965655	0.0149977419795109	0.0193275789433878	1	1	FALSE	FALSE	FALSE	FALSE
"23"	"Campylobacterales"	0.364625085682983	-0.919362485056079	0.220005160492291	0.383692033240045	1.65734787705473	-2.39609479845757	0.13182766102815	0.0401541606048368	1	1	FALSE	FALSE	TRUE	FALSE
"24"	"Thalassotalea"	-0.829718135258458	1.36580253621843	5.26712629435445e-17	0.369563628443297	-15752767047712310	3.695716870114	4.04132029909015e-17	0.168230343882412	9.17379707893463e-15	1	TRUE	FALSE	FALSE	TRUE
"25"	"OM60(NOR5) clade"	0.064296583007191	0.0124951363379719	0.157570796163866	0.296950229824127	0.408048855324217	0.0420782174351988	0.690424349367246	0.967128375657218	1	1	FALSE	FALSE	TRUE	TRUE
"26"	"Enterobacterales"	-0.927324657875507	2.39861135101085	0.111609687807403	0.298166251179882	-8.30863947469981	8.04454340999104	0.0141783798953259	0.0151032592930014	1	1	FALSE	FALSE	TRUE	TRUE
"27"	"Pseudoteredinibacter"	0.155728282431797	0.163496974775473	5.26712629435445e-17	0.46427243205507	2956608095741192	0.3521574047629	1.14396431312015e-31	0.758365995389587	2.65399720643875e-29	1	TRUE	FALSE	FALSE	TRUE
"28"	"Flavobacteriaceae"	-0.229013002137829	0.569550057296833	0.0834367243004761	0.340021660162972	-2.74475063657936	1.67504051660664	0.0226706717024643	0.1282476172972	1	1	FALSE	FALSE	TRUE	TRUE
"29"	"S25-593"	0.465118209940688	-1.11608293605235	0.167275120900326	0.343203353757618	2.78055820517288	-3.2519581287092	0.01663317456813	0.00693121812073884	1	1	FALSE	FALSE	FALSE	FALSE
"30"	"NS4 marine group"	0.259947880904541	-0.352105796462095	0.219554384645911	0.374230177332124	1.18397945604127	-0.940880286491717	0.25761840941154	0.363921877526618	1	1	FALSE	FALSE	TRUE	TRUE
"31"	"NS11-12 marine group"	0.105705348282083	0.0335005350940497	0.120191066329915	0.25490850246844	0.879477581070211	0.131421803390796	0.395109002519479	0.897453766021153	1	1	FALSE	FALSE	TRUE	TRUE
"32"	"Urania-1B-19 marine sediment group"	0.0786267170707471	-0.0143136994623764	0.114862309392961	0.32609927280884	0.684530177795343	-0.0438936871557119	0.506646391830969	0.965711091458183	1	1	FALSE	FALSE	TRUE	TRUE
"33"	"Sandaracinaceae"	0.688550727871295	-1.06523378400276	0.0652325781319974	0.284697142601485	10.5553198660648	-3.74163848034773	0.00181634709762848	0.0333070222106239	0.390514625990124	1	FALSE	FALSE	TRUE	TRUE
"34"	"Candidatus Puniceispirillum"	-0.269577638709375	-0.581228166441433	0.0211166143256759	0.269956253714654	-12.766139237652	-2.15304575627945	0.00103700534360458	0.120361726932797	0.225030159562194	1	FALSE	FALSE	TRUE	TRUE
"35"	"NS9 marine group"	0.0705291876481844	-0.151466154619567	0.282278080751141	0.425911858132207	0.249857117706435	-0.35562793504695	0.80730253905453	0.728845146527062	1	1	FALSE	FALSE	TRUE	TRUE
"36"	"Bacteria"	0.675923541722559	-1.68956441697161	0.269315718023763	0.385921936880664	2.50978125852617	-4.37799527704502	0.0289977352678793	0.00110277954180448	1	0.256947633240443	FALSE	FALSE	TRUE	FALSE
"37"	"Cyclobacteriaceae"	0.219099848118328	-0.539933161434849	0.184888595054556	0.38401851807746	1.18503711953502	-1.40600813767512	0.263400522673993	0.190024994397168	1	1	FALSE	FALSE	TRUE	TRUE
"38"	"Pseudomonadales"	0.663133919843342	-2.11109659315373	0.206841035169129	0.339880289260743	3.20600754729889	-6.21129456416984	0.0327130221248365	0.00341877063008402	1	0.789736015549408	FALSE	FALSE	TRUE	TRUE
"39"	"MBMPE27"	0.339082983382004	-0.567116018975668	0.291743504152399	0.424572694051326	1.16226403863606	-1.33573361386993	0.289264412546779	0.230069638085616	1	1	FALSE	FALSE	TRUE	TRUE
"40"	"Fabibacter"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"41"	"Propionigenium"	0.0684233103018101	-0.560346628479582	0.315455931322908	0.415396694049214	0.216902912602934	-1.34894339918169	0.836856599154025	0.235224747582451	1	1	FALSE	FALSE	TRUE	TRUE
"42"	"Fokiniaceae"	0.248113662518102	-0.512313427388243	0.383663120818666	0.516633367381812	0.646696669694689	-0.991638286904576	0.546338396005392	0.366906640262309	1	1	FALSE	FALSE	TRUE	TRUE
"43"	"Balneola"	0.297847550757757	-0.446854971095136	0.164210132177387	0.353015302686371	1.81381956648089	-1.26582323115929	0.0928450215134313	0.22779166651061	1	1	FALSE	FALSE	TRUE	TRUE
"44"	"Pseudoalteromonas"	-2.01990201327788	2.38075194522709	5.26712629435445e-17	0.327081302132745	-38349223094249880	7.27877726333885	3.91021858546737e-50	0.00535236124647009	9.11080930413898e-48	1	TRUE	FALSE	FALSE	FALSE
"45"	"Marinimicrobia (SAR406 clade)"	0.269204042212515	-0.465622268474451	0.126115249651744	0.318521610299918	2.13458755349491	-1.46182316495268	0.0541107119589186	0.169478489745796	1	1	FALSE	FALSE	TRUE	TRUE
"46"	"Alphaproteobacteria"	-0.0620720464004244	-0.0158457510076639	0.298940827976687	0.408281453676074	-0.207639909277514	-0.0388108518400538	0.840132515379711	0.969888468443839	1	1	FALSE	FALSE	TRUE	TRUE
"47"	"Rhodopirellula"	0.0157584792312247	0.0966692193545682	0.183283624077379	0.312948709661668	0.085978653633408	0.30889796433121	0.933028419258632	0.763170911066215	1	1	FALSE	FALSE	TRUE	TRUE
"48"	"Francisellaceae"	0.209440183407865	-0.440415557887154	0.232788076146656	0.360408212685789	0.899703227393478	-1.22199090471647	0.419145908068551	0.288797236415488	1	1	FALSE	FALSE	TRUE	TRUE
"49"	"Woeseia"	-0.469179540827499	0.975124887244593	0.0870693826081102	0.289146571501774	-5.38857089338998	3.37242417290295	0.0327564155363034	0.0778028063354936	1	1	FALSE	FALSE	TRUE	TRUE
"50"	"PS1 clade"	0.327447977645168	-1.01067436001777	0.18728985273046	0.394564588429178	1.74834873791277	-2.56149281931614	0.110976950159553	0.0283006202784615	1	1	FALSE	FALSE	TRUE	TRUE
"51"	"Bradymonadales"	-0.272532286250618	0.927523951751637	0.197942050749442	0.352201395260717	-1.37682864868159	2.633504478496	0.193708864392761	0.0218339914717565	1	1	FALSE	FALSE	TRUE	FALSE
"52"	"Staphylococcus"	-0.421201601769217	1.21561754422373	0.228691831854312	0.474727581161876	-1.84178682007997	2.56066340457522	0.0986310450397102	0.0306537463663258	1	1	FALSE	FALSE	TRUE	TRUE
"53"	"Pedosphaeraceae"	0.194974832370556	-0.256537427881724	0.116538141838254	0.33555104913927	1.673055956574	-0.764525780919993	0.122484315924914	0.460640547217833	1	1	FALSE	FALSE	TRUE	TRUE
"54"	"Photobacterium"	-0.727466172452975	1.93367469880108	0.0183367597686626	0.280584939259625	-39.6725583816727	6.89158407398286	0.0160434572968147	0.0917361376381877	1	1	FALSE	FALSE	TRUE	TRUE
"55"	"Alteromonas"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	FALSE	FALSE
"56"	"Candidatus Amoebophilus"	-0.670346299390848	1.16114922786182	0.0806337576337261	0.581728997997731	-8.31346968146834	1.99603119641346	0.000164287162017843	0.0929360196710165	0.0359788884819075	1	TRUE	FALSE	FALSE	TRUE
"57"	"Coraliomargarita"	-0.203080834722653	0.73085458149564	0.176721013601222	0.345446754690034	-1.1491606492305	2.11567939652937	0.27486345159663	0.0580030027293679	1	1	FALSE	FALSE	TRUE	TRUE
"58"	"Saprospiraceae"	0.122801120527722	-0.259326699349055	0.0980352599185712	0.332317493168235	1.25262197121445	-0.780358255825466	0.250567500147182	0.460748360467681	1	1	FALSE	FALSE	TRUE	TRUE
"59"	"Cohaesibacter"	-0.0180498455999281	0.0447390772205296	0.071073420787106	0.299893466895921	-0.253960557969973	0.149183233911716	0.805232866779743	0.88469844301021	1	1	FALSE	FALSE	TRUE	TRUE
"60"	"Serratia"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"61"	"Candidatus Cryptoprodotis"	0.542027278635833	-1.19811186499628	0.267955948720012	0.388123287269145	2.02282233786942	-3.08693630167428	0.0990132196716658	0.0272540577698522	1	1	FALSE	FALSE	TRUE	TRUE
"62"	"Rickettsiales"	1.20725071668677	-1.78929044394863	0.084115065846001	0.340246472289388	14.3523720102297	-5.2588067465011	0.00073309686663352	0.0133960800924881	0.159815116926107	1	FALSE	FALSE	TRUE	TRUE
"63"	"Comamonadaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"64"	"Lentisphaera"	0.0837931241475273	0.239536596061665	0.0894225780239175	0.323711205498504	0.937046616181379	0.739970047353742	0.417860774270964	0.512965203038156	1	1	FALSE	FALSE	TRUE	TRUE
"65"	"DEV008"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"66"	"Desulfocapsaceae"	-0.118924496565681	-0.21140503665782	0.0639891573740318	0.332859048018011	-1.85851012024645	-0.635118792523796	0.204198084849528	0.590320612010934	1	1	FALSE	FALSE	TRUE	TRUE
"67"	"Marine Methylotrophic Group 3"	0.947174387850996	-1.03334531695279	0.18691108407063	0.354563847805789	5.06751321121799	-2.91441251934631	0.0148361861005372	0.0617751569097927	1	1	FALSE	FALSE	TRUE	TRUE
"68"	"Geminicoccaceae"	0.383465322074347	-0.496937399784403	4.39107037961804e-17	0.28530180647909	8732843906448678	-1.74179548989579	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"69"	"Marine Group II"	0.346406424584005	-1.0576491575788	0.271555319279069	0.454520160696014	1.27563851632018	-2.32695763364864	0.237874700642203	0.0483909703879934	1	1	FALSE	FALSE	TRUE	TRUE
"70"	"Actinomarinales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"71"	"R76-B128"	0.411302805238763	-0.678051555429662	0.142826157223383	0.366904031932063	2.87974425157626	-1.84803517110222	0.0138371676896977	0.0893812753473585	1	1	FALSE	FALSE	TRUE	TRUE
"72"	"SCGC AAA164-E04"	-0.318376546493563	-0.254702826090559	0.0735670744845184	0.308785767819484	-4.32770432594221	-0.824852867699063	0.0227477386745998	0.469924598239532	1	1	FALSE	FALSE	TRUE	TRUE
"73"	"Gammaproteobacteria"	-0.211880860871081	0.626648429591876	0.0783691192363484	0.295185481532914	-2.70362692519337	2.12289719107341	0.0269224131867065	0.0665245143116108	1	1	FALSE	FALSE	TRUE	TRUE
"74"	"NB1-j"	-0.909472330573025	2.19309574907133	0.0824986329374728	0.287682488289755	-11.0240897114299	7.62332028657385	0.00812819703775498	0.0167754884649308	1	1	FALSE	FALSE	TRUE	TRUE
"75"	"Lawsonella"	-0.371970106080093	0.76006806892599	4.39107037961804e-17	0.28530180647909	-8471057713095661	2.66408431935987	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"76"	"Chitinophagales"	0.0628944891482367	-0.377630520653426	0.212143453602757	0.325657852542024	0.29647150586135	-1.15959286013131	0.774420954759596	0.279651214111875	1	1	FALSE	FALSE	TRUE	FALSE
"77"	"Alcanivorax"	-0.252406457424867	-0.300666017515175	0.0651650327507884	0.277352636542688	-3.87334198680064	-1.08405682117573	0.0304589694988555	0.3576841238124	1	1	FALSE	FALSE	TRUE	TRUE
"78"	"Chromatiales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"79"	"[Caedibacter] taeniospiralis group"	0.136753374407387	-1.61658947053683	0.176754749049173	0.316520624888116	0.773689958221955	-5.10737482307279	0.474087100780711	0.00374677382505386	1	0.861757979762387	FALSE	FALSE	TRUE	FALSE
"80"	"JGI 0000069-P22"	0.0193421430417202	-0.353028796245272	0.311373303260981	0.408592894266957	0.0621188227736673	-0.864011100532304	0.952485827750905	0.420774988595521	1	1	FALSE	FALSE	TRUE	FALSE
"81"	"Tistlia"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"82"	"BD7-11"	-0.104714623959367	-0.240258215049949	0.238958802210982	0.365641651020973	-0.438212039022996	-0.657086561060759	0.690868015843748	0.558036349732604	1	1	FALSE	FALSE	TRUE	TRUE
"83"	"OM27 clade"	0.21334944942768	-0.658436559843376	0.181526436305415	0.35921146903855	1.17530787123878	-1.83300539263326	0.267096350656133	0.0966992726885282	1	1	FALSE	FALSE	TRUE	TRUE
"84"	"Bacteroidales"	-0.569171271602203	0.981730484982303	4.39107037961804e-17	0.296588599947069	-12962016601786122	3.31007491575033	4.91142537404139e-17	0.186777610465902	1.10015928378527e-14	1	TRUE	FALSE	FALSE	TRUE
"85"	"Stappiaceae"	-0.517332026958233	0.738624948152936	0.0319478823896064	0.276464632541338	-16.1929989803185	2.6716797058752	0.00379201170469862	0.116184028040711	0.792530446282013	1	FALSE	FALSE	TRUE	TRUE
"86"	"Candidatus Megaira"	0.98651581840081	-1.49988334952462	0.0649633396866853	0.302581220843365	15.1857312625663	-4.95696112714495	0.00430838832611467	0.0383705068653993	0.891836383505736	1	FALSE	FALSE	TRUE	TRUE
"87"	"Rothia"	-1.02705585529456	2.18363725212004	0.0998763251191685	0.293615742417572	-10.2832763827575	7.43705781624793	0.00932458044046064	0.0176039636299068	1	1	FALSE	FALSE	TRUE	TRUE
"88"	"Phormidesmiaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"89"	"Synechococcus PCC-7336"	-0.280079164085819	0.64776612967159	4.39107037961804e-17	0.28530180647909	-6378380209660458	2.2704592644038	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"90"	"Oligoflexaceae"	0.25245094349705	-0.337798561261	0.136198727140384	0.38705561598888	1.85354847873755	-0.872739077555987	0.0907943963555074	0.401454885884761	1	1	FALSE	FALSE	TRUE	TRUE
"91"	"Bacteroidetes VC2.1 Bac22"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"92"	"Enhydrobacter"	-0.739027410729446	0.933827901516973	0.0408520684582752	0.277748310930572	-18.0903302726093	3.3621371031502	0.00304173916045282	0.078225142952988	0.644848702015998	1	FALSE	FALSE	TRUE	TRUE
"93"	"Crocinitomix"	-0.400845572778894	0.283442363310683	0.0831049656924467	0.28255643010024	-4.82336487884895	1.00313542045434	0.0169820922387919	0.389707764483555	1	1	FALSE	FALSE	TRUE	TRUE
"94"	"Pirellulaceae"	-0.590689315428614	0.601287951507107	0.0797041861244901	0.323933948003224	-7.41101997460981	1.85620542463528	0.0050825139999417	0.160432920822717	1	1	FALSE	FALSE	TRUE	TRUE
"95"	"Ekhidna"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"96"	"Bacteroidia"	-0.349373378840987	0.801985821986198	0.0416131466522952	0.360415012021618	-8.3957452619536	2.22517318989503	0.00354442484080231	0.112500284271688	0.747873641409288	1	FALSE	FALSE	TRUE	TRUE
"97"	"Halieaceae"	0.37019192921552	-1.05603720506948	0.00947173381424097	0.280103453431324	39.0838611468291	-3.77016845787803	0.0162850058437717	0.165056470446163	1	1	FALSE	FALSE	TRUE	TRUE
"98"	"Reichenbachiella"	-1.43485205869092	1.51485695182491	4.39107037961804e-17	0.28530180647909	-32676589866358004	5.30966477401512	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"99"	"Acinetobacter"	-0.228952826181976	0.252835962824247	0.19438798322058	0.379042014926855	-1.17781368163161	0.667039412169224	0.291872478729023	0.534290066178725	1	1	FALSE	FALSE	TRUE	TRUE
"100"	"Lentimonas"	-0.169242069171756	-0.395955378479251	0.0427382344115988	0.278059465959313	-3.95996866744278	-1.42399532097638	0.058253496457831	0.290460421220838	1	1	FALSE	FALSE	TRUE	TRUE
"101"	"OM190"	-0.270669617886742	0.316236413569638	0.103757414136728	0.324989601183629	-2.60867736670906	0.97306625325207	0.0401916443283316	0.368100070046213	1	1	FALSE	FALSE	TRUE	TRUE
"102"	"PB19"	-0.572064367127959	0.990060799608325	0.0432677233036519	0.372063704606881	-13.2215037780755	2.66099806928068	4.42224463455242e-05	0.0448301579277157	0.00981738308870637	1	TRUE	FALSE	FALSE	FALSE
"103"	"Luminiphilus"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"104"	"Gven-F17"	-0.082754115753916	0.50764367662502	0.0453108262338905	0.283911361764235	-1.82636518978371	1.78803579212366	0.31891416905764	0.324634480268855	1	1	FALSE	FALSE	TRUE	TRUE
"105"	"Methylobacterium-Methylorubrum"	-0.20505763778906	-0.0551355659807234	4.39107037961804e-17	0.28530180647909	-4669878185985657	-0.193253476594317	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"106"	"KI89A clade"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"107"	"Draconibacterium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"108"	"Bacteriovoracaceae"	-0.090277859317028	0.0906823645068849	0.142958060699843	0.325322413298868	-0.631498908666483	0.278746132451613	0.550999438432946	0.789797672132615	1	1	FALSE	FALSE	TRUE	TRUE
"109"	"SAR324 clade(Marine group B)"	-0.183809965221416	-0.33950721079303	0.135470062057119	0.317035486720528	-1.3568308925991	-1.0708807846874	0.246354821522303	0.344537635733425	1	1	FALSE	FALSE	TRUE	TRUE
"110"	"Lewinella"	-0.260078495875435	0.397366489897666	0.0687268061385216	0.288995990792219	-3.78423660996608	1.37498962808575	0.164469849738382	0.400306433003854	1	1	FALSE	FALSE	TRUE	TRUE
"111"	"Aureispira"	-0.587601141145465	0.987972091095928	0.0459931401591198	0.361468133212517	-12.7758430738274	2.73322044274113	5.22711871591404e-05	0.0411223469857681	0.01155193236217	1	TRUE	FALSE	FALSE	TRUE
"112"	"Kiloniellaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"113"	"Endozoicomonas"	0.0733076975366583	-0.391744347994809	0.21903024449925	0.356937991689339	0.334692123018241	-1.09751373380215	0.751441048036631	0.322437373818578	1	1	FALSE	FALSE	TRUE	TRUE
"114"	"Thalassobaculales"	0.625885489407931	-1.1083109250105	0.0498660937651858	0.28474415483749	12.5513237983942	-3.89230439389719	0.050614409442133	0.160096065479769	1	1	FALSE	FALSE	TRUE	TRUE
"115"	"Portibacter"	-0.314137103021677	0.668201384065819	0.0617092949495641	0.273038284361863	-5.09059621048054	2.44728092116283	0.00702853193191016	0.0706518616532993	1	1	FALSE	FALSE	TRUE	TRUE
"116"	"Cloacibacterium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"117"	"NS7 marine group"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"118"	"Lentisphaeria"	-0.55536508217089	0.688050233133792	0.0437218335641157	0.278227125736419	-12.7022367750538	2.47298041595564	0.00614079821746957	0.131920499711133	1	1	FALSE	FALSE	TRUE	TRUE
"119"	"Terasakiellaceae"	-0.204791648949111	-0.510455922626717	0.0104575101742369	0.280141859728908	-19.5832129767979	-1.82213369726567	0.0324802318504509	0.31953661006266	1	1	FALSE	FALSE	TRUE	TRUE
"120"	"Latescibacterota"	0.811460454667039	-0.987415083877931	4.39107037961804e-17	0.28530180647909	18479787034012988	-3.46094928757592	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"121"	"Turneriella"	0.119375546253329	-0.403059332217561	0.0194588784779255	0.280667674151863	6.13475984182494	-1.43607322587308	0.102867839469742	0.38723518069855	1	1	FALSE	FALSE	TRUE	TRUE
"122"	"PRD18C08"	-1.06388338632623	0.772919607095527	4.39107037961804e-17	0.28530180647909	-24228338294563384	2.70912973399688	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"123"	"Rhodothermaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"124"	"Nitrospira"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"125"	"Gimesiaceae"	0.535446540040927	-0.67855512539353	3.85928440633552e-17	0.285839103900089	13874244125722442	-2.37390586569537	4.58850058135641e-17	0.253812201567927	1.03241263080519e-14	1	TRUE	FALSE	FALSE	TRUE
"126"	"Coxiella"	-0.237508283664701	-0.337223076209829	0.0831446290957596	0.282569189409645	-2.85656796172795	-1.19341771448745	0.0647589601913539	0.318479023923795	1	1	FALSE	FALSE	TRUE	TRUE
"127"	"Massilia"	-0.641694311184292	-0.0714585431883414	4.39107037961804e-17	0.28530180647909	-14613619361758238	-0.250466493956737	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"128"	"Rubinisphaeraceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"129"	"Thiohalorhabdaceae"	-1.07419302992759	1.29199291173058	4.39107037961804e-17	0.28530180647909	-24463124866175220	4.52851290244202	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"130"	"Roseimarinus"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"131"	"BIrii41"	-1.14095872623986	1.15056526286628	4.39107037961804e-17	0.285296492593492	-25983612823329512	4.03287559691691	2.45008181385765e-17	0.15473657985013	5.6351881718726e-15	1	TRUE	FALSE	FALSE	TRUE
"132"	"Hyphomonadaceae"	-0.132198805879431	0.00943292860344831	0.123774307903165	0.298321764428305	-1.06806338180342	0.0316199812693026	0.363804634495367	0.97676115041244	1	1	FALSE	FALSE	TRUE	TRUE
"133"	"Arcobacteraceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"134"	"Cellvibrionaceae"	-0.165629022738737	0.0257285738301637	0.117268048324009	0.309896450465831	-1.41239685580089	0.0830231317315476	0.216940431700924	0.937054478336113	1	1	FALSE	FALSE	TRUE	TRUE
"135"	"Acholeplasma"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"136"	"Clostridium sensu stricto 1"	-0.070547076045692	1.02178427608393	0.0466203018608259	0.28414288353046	-1.51322649639408	3.59602275935372	0.371758971733432	0.172671683043367	1	1	FALSE	FALSE	TRUE	TRUE
"137"	"Sedimenticolaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"138"	"Weissella"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"139"	"Puniceispirillales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"140"	"Cytophagales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
