""	"taxon"	"lfc_(Intercept)"	"lfc_typeafter"	"se_(Intercept)"	"se_typeafter"	"W_(Intercept)"	"W_typeafter"	"p_(Intercept)"	"p_typeafter"	"q_(Intercept)"	"q_typeafter"	"diff_(Intercept)"	"diff_typeafter"	"passed_ss_(Intercept)"	"passed_ss_typeafter"
"36"	"Pseudomonadales"	0.110476853011269	-0.923250159847207	0.286358473556786	0.395250436924017	0.385799140633292	-2.33586119988197	0.725377459987505	0.101603764665631	1	1	FALSE	FALSE	TRUE	TRUE
"37"	"MBMPE27"	-0.0539414447713135	0.0509866927033789	0.338833257747494	0.43723458131253	-0.15919760985066	0.116611756897916	0.883627131801773	0.914536077939713	1	1	FALSE	FALSE	TRUE	TRUE
"38"	"Fokiniaceae"	-0.216471090110669	-0.0151514275630066	0.404636399445049	0.495767209096361	-0.534976809816307	-0.0305615766533313	0.646183706469062	0.978394746196419	1	1	FALSE	FALSE	TRUE	TRUE
"39"	"Balneola"	0.0732110774691348	-0.121308072026122	0.236229781838582	0.368894446748452	0.309914680948911	-0.328842228706254	0.762987866327742	0.749057976382119	1	1	FALSE	FALSE	TRUE	TRUE
"40"	"KI89A clade"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"41"	"Synechococcus PCC-7336"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"42"	"Pseudoalteromonas"	-0.183164427081571	0.131016616211733	0.239425719905962	0.370654549322685	-0.765015668130856	0.353473649389022	0.486904570796009	0.741576434856858	1	1	FALSE	FALSE	TRUE	TRUE
"43"	"Thalassotalea"	0.831922321259728	-0.928464478626833	9.28375405506863e-17	0.275407715208168	8961055154251160	-3.37123627028767	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"44"	"Marinimicrobia (SAR406 clade)"	0.115969817505795	-0.215303984623979	0.224945428890833	0.400759120340206	0.515546450877541	-0.5372403862979	0.62460932103474	0.610430719739412	1	1	FALSE	FALSE	TRUE	TRUE
"45"	"Alphaproteobacteria"	0.116062212685967	-0.667002699888949	0.226748039581361	0.454346850882222	0.511855418464698	-1.46804737084412	0.630550113209463	0.202020470868753	1	1	FALSE	FALSE	TRUE	TRUE
"46"	"Rhodopirellula"	-0.488770665751374	1.40836601884524	0.0226274423233059	0.270710923544193	-21.6007915860622	5.20247207023149	0.0294510298262073	0.120894200477862	1	1	FALSE	FALSE	TRUE	TRUE
"47"	"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	0.23300294661917	-0.285134346169243	0.441436039662304	0.636784916998114	0.527829460407028	-0.447771827752144	0.610382128508322	0.664901574805593	1	1	FALSE	FALSE	TRUE	TRUE
"48"	"Francisellaceae"	0.626040088246333	-1.74908947567941	0.179046069849367	0.324427772550929	3.49653074637732	-5.39130624337912	0.0729565014465597	0.0327247985569913	1	1	FALSE	FALSE	TRUE	TRUE
"49"	"PS1 clade"	0.124355346304605	-0.557562518169756	0.292664573083292	0.389458184317997	0.424907411903297	-1.43163641340889	0.683660106236757	0.195344233406491	1	1	FALSE	FALSE	TRUE	TRUE
"50"	"Bradymonadales"	-0.0170381318099008	-0.459224771951149	0.0910619198180755	0.279040617926206	-0.187104904486307	-1.6457273330458	0.863517120001186	0.198371732302756	1	1	FALSE	FALSE	TRUE	TRUE
"51"	"Terasakiellaceae"	-0.699203967334662	0.0225031041389374	9.28375405506863e-17	0.275407715208168	-7531478787429958	0.0817083287660563	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"52"	"Staphylococcus"	0.20236421749216	-0.361602424756247	0.209765955240121	0.347473599276956	0.964714303903661	-1.04066157978244	0.362940164602198	0.328458827374479	1	1	FALSE	FALSE	TRUE	TRUE
"53"	"Azotobacter"	0.284630305142911	-0.414941497120029	0.212350081037513	0.352153266575412	1.34038237118746	-1.17829802107251	0.237799407203135	0.291696132330185	1	1	FALSE	FALSE	TRUE	TRUE
"54"	"Pedosphaeraceae"	0.298792657423622	-1.01298213022159	0.152497353268282	0.353576450698184	1.95933011963801	-2.86495927039633	0.0909093777962064	0.0241655601371588	1	1	FALSE	FALSE	TRUE	FALSE
"55"	"Alteromonas"	0.165992394420317	-0.205854519860799	0.170549261314156	0.340081334122612	0.97328122761291	-0.60530966920572	0.402198582364658	0.587695535169309	1	1	FALSE	FALSE	TRUE	TRUE
"56"	"Candidatus Amoebophilus"	-0.417017528942351	0.595187136145517	0.402049085426695	0.488166986318946	-1.03723038817454	1.21922856896482	0.35821303869346	0.289736049388883	1	1	FALSE	FALSE	TRUE	TRUE
"57"	"Coraliomargarita"	0.0276813133595469	-0.523276548739005	0.0323069157293287	0.337903700136206	0.856823151781628	-1.54859668162283	0.430683828448411	0.182160631589124	1	1	FALSE	FALSE	TRUE	TRUE
"58"	"Cohaesibacter"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"59"	"Candidatus Cryptoprodotis"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"60"	"Rickettsiales"	0.611174349363576	-2.92735100533812	0.441924833244353	0.528142212668913	1.38298258750632	-5.54273249726631	0.300831714381987	0.0310424033624484	1	1	FALSE	FALSE	TRUE	TRUE
"61"	"Comamonadaceae"	0.722503330250205	-2.08198366797691	0.427006288676624	0.613328339511291	1.69202035054187	-3.3945662279944	0.165899433989939	0.0274142805868851	1	1	FALSE	FALSE	TRUE	TRUE
"62"	"Ekhidna"	-1.42842268235279	4.26109998601594	0.0432259198941723	0.267711131461373	-33.045512642644	15.91678299948	0.000914489993927549	0.00392398459971868	0.162779218919104	0.749481058546268	FALSE	FALSE	TRUE	TRUE
"63"	"Aureitalea"	1.06322960032526	-1.63058586303857	9.28375405506863e-17	0.275407715208168	11452582586941426	-5.92062521489669	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"64"	"Acinetobacter"	0.249221675742721	-0.46786743930647	0.569862663014456	0.641647872527832	0.43733638281264	-0.729165418196218	0.670329621575605	0.481138110192185	1	1	FALSE	FALSE	TRUE	TRUE
"65"	"Xenococcus PCC-7305"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"66"	"Cyanobacteriia"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"67"	"Desulfocapsaceae"	0.291364359542064	-0.658196849158284	0.0700459525351042	0.275911212773342	4.1596173511388	-2.38553860331507	0.0532233472155012	0.13979720902619	1	1	FALSE	FALSE	TRUE	TRUE
"68"	"Marine Methylotrophic Group 3"	0.382712544335617	-0.256636043391834	0.303810410161067	0.415539506108256	1.25970846138129	-0.617597219083607	0.296860258573072	0.580553891923633	1	1	FALSE	FALSE	TRUE	TRUE
"69"	"Marine Group II"	-0.868086717498814	0.814202971266315	0.194841489878184	0.342691070418818	-4.45534838622692	2.37590950435691	0.0210464831111272	0.0979791376850821	1	1	FALSE	FALSE	TRUE	TRUE
"70"	"Dyella"	-1.37921149107505	3.22230178084695	9.28375405506863e-17	0.275407715208168	-14856182993366144	11.7001144227617	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"71"	"Saprospiraceae"	0.424029593094886	-1.03639630097759	0.147437438369762	0.306441555526875	2.87599674671132	-3.38203576599029	0.102623954589083	0.0774111607760939	1	1	FALSE	FALSE	TRUE	TRUE
"72"	"Unknown Family"	-0.242294885323665	0.421485349742368	9.28375405506863e-17	0.275407715208168	-2609880484623352	1.53040501942288	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"73"	"R76-B128"	-0.330230482188971	0.418606586519646	0.0114735678570179	0.305365162027734	-28.7818476610118	1.3708393706078	8.67340372387601e-06	0.242310429134545	0.00156988607402156	1	TRUE	FALSE	FALSE	TRUE
"74"	"SCGC AAA164-E04"	-0.0921904981659505	-0.842819859227749	0.00696309949305479	0.267574374175147	-13.2398651287267	-3.14985267862782	0.00565634500787193	0.0877298162737352	0.989860376377587	1	FALSE	FALSE	TRUE	TRUE
"75"	"Acrophormium PCC-7375"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"76"	"Gammaproteobacteria"	0.271361570470154	-0.898125500844187	0.391056346661442	0.472642034652952	0.693919361715629	-1.9002234989608	0.513687779799235	0.106136931569164	1	1	FALSE	FALSE	TRUE	TRUE
"77"	"Propionigenium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"78"	"Chitinophagales"	-0.2589241579442	0.271966644678218	0.337867135262329	0.461830781645649	-0.76634904943674	0.588888085175082	0.47253227094642	0.577418201359941	1	1	FALSE	FALSE	TRUE	TRUE
"79"	"Lawsonella"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"80"	"Rhodobacteraceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"81"	"Hyphomonadaceae"	0.282616176925674	-0.339417385575849	1.10301269567848e-16	0.301487675615398	2562220525955344	-1.12580849244676	1.52323527313447e-31	0.377183093227319	2.8941470189555e-29	1	TRUE	FALSE	FALSE	TRUE
"82"	"Corynebacterium"	1.5821076813098	-2.22444308223655	9.28375405506863e-17	0.272805834637215	17041680250523498	-8.1539424741215	3.73566316823733e-17	0.0776871507834298	7.06040338796855e-15	1	TRUE	FALSE	FALSE	TRUE
"83"	"Alcanivorax"	-0.583213088312291	0.286803196202168	0.0935400851350215	0.281863770617219	-6.23490012298412	1.0175241591856	0.0247722754056472	0.415963547678871	1	1	FALSE	FALSE	TRUE	TRUE
"84"	"Endozoicomonas"	-0.240677546752239	1.01077112864224	0.16617129332339	0.32160122087203	-1.44837018439672	3.14293312040766	0.384693449313468	0.196108044766501	1	1	FALSE	FALSE	TRUE	TRUE
"85"	"Chromatiales"	-0.518298266300507	-0.249538853784174	0.0522966370357874	0.275319845694239	-9.91073796859686	-0.906359849050996	0.0640186849107951	0.531245568233696	1	1	FALSE	FALSE	TRUE	TRUE
"86"	"[Caedibacter] taeniospiralis group"	0.135592619008555	-0.993261705058261	0.254627187835298	0.371227087363409	0.532514301246812	-2.67561753672872	0.631288293851837	0.075329211096981	1	1	FALSE	FALSE	TRUE	TRUE
"87"	"JGI 0000069-P22"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	FALSE	FALSE
"88"	"NB1-j"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"89"	"OM27 clade"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	FALSE	FALSE
"90"	"Bacteroidales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"91"	"Stappiaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	FALSE	FALSE
"92"	"Candidatus Megaira"	0.290326119913948	-0.562395553907002	0.103122186973059	0.29097353272349	2.81536038398601	-1.93280656368647	0.217274989317781	0.303958306431496	1	1	FALSE	FALSE	TRUE	TRUE
"93"	"Phormidesmiaceae"	2.27947896170309	-3.37042836334834	1.37798668214134e-16	0.377260390699922	16542097186025506	-8.93395767601064	3.84848284475917e-17	0.0709630483935361	7.23514774814724e-15	1	TRUE	FALSE	FALSE	TRUE
"94"	"Oscillatoriaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"95"	"Pla4 lineage"	0.0557780900541257	0.731287973511101	9.28375405506863e-17	0.275407715208168	600813956544580	2.65529225627668	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"96"	"Oligoflexaceae"	-0.300645053925363	0.291189122681496	0.127207386656979	0.294823332237686	-2.36342449779326	0.987673263413017	0.0773734122422044	0.379225813666991	1	1	FALSE	FALSE	TRUE	TRUE
"97"	"Ferrimonas"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"98"	"Enhydrobacter"	-0.106558451594842	0.428815642385791	0.175769325182119	0.322459196962398	-0.606240318010179	1.32982915799978	0.605999007490369	0.314961899859718	1	1	FALSE	FALSE	TRUE	TRUE
"99"	"Trichodesmium IMS101"	-0.346169800928164	0.328119682548908	9.28375405506863e-17	0.275407715208168	-3728769621370639	1.1913961172108	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"100"	"Microcystaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"101"	"Acidovorax"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"102"	"Crocinitomix"	-0.321774718843448	0.0287343788417249	9.28375405506863e-17	0.275407715208168	-3465997881188690	0.104333964718475	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"103"	"Rubritalea"	0.537838919338364	-0.80569749468158	0.0110723265527565	0.264264642406742	48.5750593405745	-3.04882820245583	0.000423542834459195	0.0928417776609705	0.0758141673681959	1	FALSE	FALSE	TRUE	TRUE
"104"	"Halarcobacter"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"105"	"Cyanobium PCC-6307"	-0.793853442359632	1.72282302604332	0.0494367294844227	0.26893095581797	-16.057968450558	6.4061908410776	0.00385568353911018	0.0235109717324415	0.682455986422503	1	FALSE	FALSE	TRUE	TRUE
"106"	"Aquabacterium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"107"	"Photobacterium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"108"	"Reinekea"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"109"	"Halieaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"110"	"Unknown Family_1"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"111"	"PB19"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	FALSE	FALSE
"112"	"Lewinella"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"113"	"Methylobacterium-Methylorubrum"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"114"	"Marinoscillum"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"115"	"Psychrosphaera"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	FALSE	FALSE
"116"	"FS142-36B-02"	-0.525082036089189	0.319692423444621	0.155138192828553	0.316807162282439	-3.38460843532881	1.00910731039474	0.0773068132109762	0.419160255385865	1	1	FALSE	FALSE	TRUE	TRUE
"117"	"SAR324 clade(Marine group B)"	-0.563722881540659	1.41769324245138	0.0519932483093471	0.269478264644989	-10.842232402689	5.26088159399071	0.0083996983213126	0.0342839652137119	1	1	FALSE	FALSE	TRUE	TRUE
"118"	"BD7-11"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"119"	"Aureispira"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"120"	"Lentisphaera"	-0.30170299931702	0.574493305172721	1.0204134400407e-16	0.294718578911328	-2956674103635750	1.94929450085863	1.14391323557138e-31	0.190582003243559	2.18487427994133e-29	1	TRUE	FALSE	FALSE	TRUE
"121"	"Streptococcus"	-0.679738751738321	1.8233563021735	9.28375405506863e-17	0.275407715208168	-7321809127065417	6.62057088994514	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"122"	"OM182 clade"	-0.755573290911117	0.462286220047656	0.198716840490018	0.341160080844862	-3.80226099130773	1.35504194659244	0.163724191841864	0.404741688018881	1	1	FALSE	FALSE	TRUE	TRUE
"123"	"Cloacibacterium"	0.692042260169785	-1.46418089773923	0.151748931060471	0.308756516470338	4.56044240531757	-4.74218621999481	0.0448708979430501	0.0417054497211717	1	1	FALSE	FALSE	TRUE	TRUE
"124"	"Shewanella"	0.0272033650426785	-0.117511150990319	9.28375405506863e-17	0.275407715208168	293021173130134	-0.426680679230419	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"125"	"Turneriella"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"126"	"Niveispirillum"	0.442456797308739	-0.821618121785504	9.28375405506863e-17	0.281875759869623	4765925450892056	-2.91482361649519	1.33577366857138e-16	0.21039731404808	2.48453902354278e-14	1	TRUE	FALSE	FALSE	TRUE
"127"	"Coxiella"	-0.169046206980233	-0.178068754444637	0.0652276404864711	0.288755700246793	-2.59163455430057	-0.616676153206484	0.0809594283827039	0.581087016750298	1	1	FALSE	FALSE	TRUE	TRUE
"128"	"Sphingobium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"129"	"Azospira"	0.701900883354076	-0.78089234036358	9.28375405506863e-17	0.275407715208168	7560528630881395	-2.83540473720331	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"130"	"PRD18C08"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"131"	"Marinomonas"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"132"	"Flavobacterium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"133"	"Desulfosarcina"	-0.0944066402859742	-0.175406638735471	9.28375405506863e-17	0.275407715208168	-1016901565099424	-0.636898057132817	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"134"	"Latescibacterota"	-1.73892473817458	2.10194464581877	9.28375405506863e-17	0.275407715208168	-18730835908187196	7.63211968927598	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"135"	"Cellvibrionaceae"	-0.471238405886639	-0.0528831329145012	0.00496864231733549	0.265635398604033	-94.8424893139315	-0.199081647974677	0.000111153130063665	0.860602444284049	0.0200075634114598	1	TRUE	FALSE	FALSE	TRUE
"136"	"Acholeplasma"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"137"	"Cytophagales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"138"	"Chlamydiales"	0.213327218156006	0.0161565190087103	9.28375405506863e-17	0.272805834637215	2297855122944972	0.0592235097544585	2.77049569405263e-16	0.962341130138993	5.09771207705683e-14	1	TRUE	FALSE	FALSE	TRUE
"139"	"vadinHA49"	-0.850772085136968	0.684200780981464	0.0957627733080798	0.28815123192183	-8.88416297635759	2.37445030659135	0.0713574741245033	0.253759976709926	1	1	FALSE	FALSE	TRUE	TRUE
"140"	"BD1-7 clade"	0.735654927372655	-1.01833675377848	1.0204134400407e-16	0.294235891389474	7209381006813426	-3.46095355318338	8.8304359523505e-17	0.179066667409444	1.65129152308954e-14	1	TRUE	FALSE	FALSE	TRUE
"141"	"Lactobacillus"	-0.443936258364789	0.625913297400018	0.061580632549014	0.277478228961838	-7.20902400623193	2.25572038477333	0.0877487750723533	0.265650455821058	1	1	FALSE	FALSE	TRUE	TRUE
"142"	"Spirochaetota"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"143"	"Aliicoccus"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"144"	"Sva0081 sediment group"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"145"	"Sphingomonas"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"146"	"Sphingobacterium"	-0.220358240037469	1.22857831616631	0.12597693709699	0.30081116509799	-1.74919509170012	4.08421780410344	0.330624859111596	0.152865759409512	1	1	FALSE	FALSE	TRUE	TRUE
"147"	"Pla3 lineage"	-0.0663619069604525	0.111367168727523	9.28375405506863e-17	0.275407715208168	-714817589595893	0.404372000411629	1	1	1	1	FALSE	FALSE	TRUE	TRUE
